Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimIndicator
1.0,F,8,17,39,50,B4,Regular,27000,R11,0
0.18,E,10,13,23,100,B2,Diesel,2928,R24,0
0.1,C,7,5,55,50,B2,Diesel,165,R53,0
0.24,B,5,2,38,50,B12,Regular,70,R82,0
0.72,C,6,7,51,50,B1,Diesel,214,R26,0
0.14,D,6,5,33,76,B2,Regular,1443,R11,0
1.0,B,5,13,64,50,B1,Regular,50,R24,0
0.53,F,6,0,39,80,B2,Regular,27000,R11,0
0.66,D,6,15,25,85,B1,Diesel,1127,R24,0
0.38,C,9,9,37,51,B1,Regular,148,R82,1
0.08,E,7,14,38,85,B3,Regular,2105,R82,0
0.5,C,6,2,47,50,B1,Diesel,462,R72,0
1.0,A,6,7,64,50,B2,Diesel,13,R24,1
0.11,C,4,11,54,50,B5,Regular,165,R53,0
0.86,A,5,7,37,50,B5,Diesel,14,R24,0
1.0,C,5,13,38,50,B2,Diesel,106,R24,0
0.28,D,6,2,69,50,B12,Diesel,1322,R25,0
0.06,E,6,6,29,68,B2,Diesel,2252,R82,0
0.43,D,4,0,76,50,B12,Regular,1398,R24,0
1.0,C,8,13,49,50,B14,Diesel,151,R82,0
0.71,E,6,1,32,76,B12,Diesel,2001,R83,0
0.04,C,5,5,68,50,B12,Regular,155,R91,0
0.15,D,10,0,59,68,B12,Regular,1846,R72,0
0.27,C,7,0,49,50,B12,Diesel,104,R91,0
0.19,E,5,0,43,68,B12,Regular,2278,R11,0
0.58,E,7,19,44,51,B10,Diesel,6511,R11,0
0.08,D,5,7,42,61,B1,Regular,824,R91,0
0.76,A,6,0,48,50,B12,Diesel,27,R83,0
0.08,C,7,1,35,50,B12,Regular,170,R31,0
0.58,C,7,4,69,50,B2,Regular,105,R24,0
1.0,C,4,14,43,57,B2,Regular,186,R24,0
1.0,C,9,16,60,50,B1,Regular,155,R26,0
1.0,D,4,15,39,53,B3,Diesel,988,R82,0
1.0,A,8,17,44,50,B2,Diesel,19,R52,0
1.0,D,9,4,35,57,B12,Regular,1326,R93,0
0.15,D,5,18,48,62,B4,Regular,763,R52,0
0.07,D,8,14,34,50,B1,Diesel,1699,R91,0
1.0,E,5,4,69,50,B6,Regular,3866,R24,0
0.97,A,7,16,48,50,B2,Diesel,48,R24,0
0.08,D,7,9,28,60,B3,Regular,928,R31,0
0.74,B,4,0,36,50,B1,Regular,90,R52,0
0.24,D,7,7,49,50,B2,Diesel,644,R53,0
0.07,D,5,8,53,50,B5,Diesel,645,R91,0
0.64,E,7,5,32,57,B4,Diesel,8455,R82,0
0.04,E,7,4,34,54,B12,Diesel,3103,R82,0
0.5,A,4,9,41,95,B1,Regular,32,R72,0
0.08,C,6,5,42,90,B6,Diesel,243,R11,0
1.0,C,6,15,41,76,B2,Regular,481,R82,0
0.79,E,5,12,21,85,B1,Regular,2767,R52,0
0.88,E,6,1,32,64,B12,Diesel,2039,R31,0
0.58,A,6,16,54,68,B2,Diesel,12,R24,1
0.76,D,9,11,31,50,B1,Regular,741,R24,0
1.0,E,6,8,31,57,B1,Diesel,2227,R31,0
0.5,E,7,5,51,50,B5,Regular,3699,R11,0
0.57,D,6,7,58,80,B5,Regular,609,R93,0
0.51,C,7,0,43,50,B2,Regular,416,R82,0
0.24,B,6,7,33,72,B3,Diesel,57,R72,0
1.0,C,5,4,38,51,B3,Diesel,245,R82,0
1.0,C,5,12,37,54,B2,Regular,125,R53,0
0.53,C,7,15,53,50,B5,Regular,155,R82,0
0.54,B,5,10,49,50,B2,Diesel,70,R82,0
1.0,A,12,3,46,50,B12,Regular,48,R24,0
0.11,C,6,10,36,95,B1,Diesel,192,R24,0
1.0,C,8,12,72,50,B11,Regular,473,R53,0
0.8,C,6,0,40,50,B1,Diesel,169,R52,0
0.21,A,5,2,40,50,B3,Regular,44,R24,0
0.08,A,5,8,30,85,B5,Diesel,16,R24,0
0.03,E,7,0,60,95,B12,Regular,2719,R41,0
0.26,C,5,10,26,90,B2,Diesel,145,R73,0
0.53,D,8,2,34,54,B12,Regular,1410,R72,0
1.0,A,10,26,60,50,B10,Diesel,44,R24,0
0.08,D,6,4,41,95,B3,Diesel,1326,R93,1
0.21,D,5,1,20,95,B12,Regular,824,R91,0
0.89,A,7,19,36,50,B1,Regular,31,R24,0
1.0,D,5,7,44,55,B3,Regular,1287,R72,0
0.84,E,4,0,39,51,B12,Diesel,8346,R11,0
1.0,C,4,10,27,57,B13,Regular,114,R31,1
0.11,D,6,11,46,100,B1,Diesel,575,R53,0
0.33,F,9,8,56,50,B10,Diesel,10961,R11,0
0.58,C,6,6,54,50,B5,Diesel,269,R73,0
0.86,C,4,5,82,50,B3,Regular,165,R53,0
0.47,D,7,3,40,54,B12,Diesel,676,R41,0
0.16,C,5,2,71,51,B2,Diesel,445,R82,0
0.66,E,8,12,32,54,B1,Regular,2715,R93,0
0.71,E,7,0,81,50,B12,Regular,3317,R93,0
0.32,A,6,11,65,50,B2,Regular,24,R26,0
1.0,D,5,4,48,50,B2,Regular,1629,R93,0
1.0,B,9,12,71,50,B1,Regular,91,R24,0
0.44,D,8,1,52,50,B12,Diesel,640,R91,0
1.0,C,5,4,48,55,B2,Diesel,298,R24,0
0.65,C,4,3,60,50,B12,Regular,107,R93,0
0.1,A,6,12,30,80,B1,Diesel,40,R73,0
1.0,A,7,1,54,62,B6,Regular,47,R73,0
0.71,A,7,8,58,50,B2,Diesel,9,R24,0
0.04,C,7,0,23,80,B12,Regular,108,R25,0
1.0,D,4,9,32,51,B5,Regular,634,R53,0
1.0,C,5,10,54,55,B2,Regular,214,R91,0
0.08,E,5,1,36,55,B2,Diesel,3963,R91,0
1.0,C,7,11,31,52,B1,Regular,133,R91,0
0.18,C,7,1,35,51,B3,Diesel,370,R24,0
1.0,C,6,8,83,50,B13,Diesel,112,R24,0
0.41,A,12,7,40,52,B10,Diesel,40,R54,0
0.19,E,6,9,24,100,B1,Diesel,3688,R82,0
0.64,B,4,1,44,50,B12,Diesel,59,R42,0
0.22,D,10,5,29,57,B3,Regular,784,R11,0
1.0,E,6,14,46,50,B6,Diesel,2252,R82,0
0.9,C,10,5,38,71,B12,Diesel,342,R93,0
0.26,C,8,1,48,50,B12,Diesel,159,R93,0
0.1,C,7,0,65,50,B3,Diesel,285,R82,0
0.62,B,8,2,66,50,B12,Diesel,76,R91,0
1.0,E,6,16,53,50,B3,Regular,4762,R93,0
1.0,E,4,14,53,50,B4,Regular,2163,R52,0
1.0,D,4,12,44,50,B1,Regular,1182,R82,0
0.76,C,8,1,49,51,B12,Diesel,342,R93,0
1.0,D,4,2,36,50,B1,Regular,1109,R24,0
0.45,B,7,2,33,60,B4,Diesel,99,R54,0
1.0,D,7,8,57,50,B1,Regular,1284,R25,1
0.61,E,6,8,46,50,B12,Regular,3744,R93,0
0.08,C,6,8,50,68,B1,Diesel,483,R91,0
0.76,D,4,13,53,50,B14,Regular,983,R52,0
0.85,B,12,3,34,60,B11,Diesel,60,R72,0
0.49,F,14,12,41,50,B1,Regular,16291,R11,0
0.75,C,4,8,60,50,B4,Diesel,287,R53,0
0.08,E,4,10,29,64,B5,Regular,4128,R52,0
0.08,F,5,4,72,72,B2,Regular,10156,R11,0
0.28,E,5,3,34,61,B4,Regular,3095,R31,0
0.43,C,4,0,64,59,B1,Diesel,301,R73,0
0.16,C,10,13,29,68,B2,Regular,107,R41,0
0.28,B,11,2,52,50,B12,Diesel,64,R91,0
0.35,E,5,6,42,64,B3,Diesel,4116,R24,0
1.0,C,4,9,57,50,B2,Regular,118,R24,0
1.0,D,7,8,57,50,B4,Regular,1313,R24,0
0.33,D,7,1,28,76,B12,Diesel,1468,R31,0
0.19,D,8,0,35,80,B12,Diesel,1937,R23,0
0.47,C,5,14,43,51,B5,Regular,358,R24,0
1.0,A,7,6,32,50,B2,Regular,13,R24,0
1.0,A,5,11,54,50,B2,Regular,16,R24,0
0.38,E,4,17,24,80,B1,Regular,2103,R25,0
0.08,D,9,9,31,80,B1,Regular,1296,R24,0
0.08,D,7,0,43,50,B12,Diesel,1957,R11,0
0.1,C,5,4,66,62,B3,Diesel,432,R31,0
1.0,D,4,11,50,50,B1,Regular,747,R53,0
0.9,E,7,2,33,60,B12,Diesel,3708,R26,0
0.08,C,6,10,38,50,B6,Diesel,413,R72,0
0.69,D,4,0,48,50,B12,Regular,629,R21,0
0.75,C,10,1,64,50,B12,Regular,289,R82,0
1.0,B,5,5,52,50,B2,Diesel,87,R54,0
0.48,B,7,2,50,61,B12,Diesel,50,R54,0
0.95,D,6,6,27,75,B6,Diesel,916,R31,0
1.0,A,10,6,76,50,B10,Regular,44,R24,0
0.36,D,9,2,30,54,B12,Regular,863,R82,0
0.71,C,7,4,66,50,B4,Regular,287,R53,0
0.07,E,5,0,52,50,B1,Regular,9307,R82,0
0.2,C,5,10,27,76,B2,Regular,107,R91,0
1.0,E,5,1,53,58,B12,Regular,9307,R82,0
0.08,E,5,4,36,50,B13,Diesel,4982,R23,0
0.14,B,8,1,47,50,B11,Diesel,94,R53,0
1.0,D,10,9,62,50,B2,Regular,586,R41,0
1.0,C,8,1,30,100,B13,Diesel,471,R93,1
1.0,C,7,15,40,50,B2,Regular,374,R24,0
0.6,A,6,8,44,51,B2,Diesel,18,R93,0
0.24,C,4,12,39,50,B13,Regular,168,R24,0
1.0,C,7,5,49,50,B1,Diesel,461,R53,0
1.0,A,6,6,34,95,B1,Diesel,20,R24,0
0.08,D,7,13,30,60,B1,Regular,1057,R72,0
0.0081967213114754,C,5,4,34,76,B12,Regular,146,R91,0
0.72,B,6,7,28,72,B1,Diesel,71,R24,0
0.03,A,6,0,37,56,B12,Diesel,48,R72,1
0.97,B,6,14,44,64,B2,Diesel,66,R93,0
0.4,D,9,3,43,80,B12,Regular,824,R91,0
0.28,D,5,7,39,55,B1,Regular,644,R53,0
0.18,A,5,4,46,50,B2,Diesel,19,R26,0
1.0,D,7,2,48,50,B1,Diesel,1313,R24,0
0.5,C,7,9,38,50,B1,Regular,433,R11,0
1.0,D,6,10,72,50,B1,Diesel,1457,R52,0
0.28,E,6,13,21,90,B6,Diesel,6689,R11,0
0.24,D,6,4,35,50,B2,Diesel,1571,R31,0
0.36,C,4,9,52,50,B5,Regular,149,R52,0
0.11,E,8,6,21,95,B2,Diesel,2252,R82,0
0.8,E,9,3,46,50,B12,Regular,7752,R11,0
0.77,C,5,9,48,57,B5,Diesel,271,R52,0
0.58,C,7,17,32,72,B2,Regular,192,R24,0
1.0,C,7,8,35,51,B11,Diesel,154,R82,0
0.8,E,6,5,45,50,B12,Diesel,5746,R11,0
0.01,B,4,1,49,50,B12,Diesel,88,R22,0
1.0,D,5,1,38,50,B2,Diesel,1191,R11,0
0.56,D,6,14,49,50,B3,Diesel,1199,R52,0
0.02,F,4,8,32,54,B6,Regular,27000,R11,0
1.0,D,7,10,35,50,B11,Diesel,1384,R82,0
0.23,E,7,4,59,50,B12,Diesel,2906,R72,0
0.15,D,4,0,24,90,B12,Regular,928,R31,0
0.23,C,4,14,77,51,B1,Regular,433,R93,0
0.95,E,7,2,36,51,B12,Regular,2252,R82,0
0.07,E,6,5,25,80,B12,Regular,2740,R22,0
1.0,A,6,4,57,50,B1,Regular,9,R24,0
0.22,E,6,15,44,50,B1,Diesel,4087,R53,0
0.3,B,7,14,20,100,B1,Regular,91,R24,0
0.7,C,4,0,78,50,B12,Regular,342,R93,0
0.72,A,9,10,24,76,B11,Regular,34,R24,0
0.49,E,8,3,51,50,B3,Regular,4348,R72,0
1.14,D,7,13,67,50,B2,Regular,824,R91,0
0.54,C,6,6,58,50,B12,Regular,489,R91,0
0.49,D,7,0,41,50,B2,Diesel,557,R83,0
1.0,B,7,16,76,50,B2,Regular,56,R24,0
0.91,A,7,7,56,50,B1,Diesel,14,R24,0
0.11,B,11,12,47,54,B10,Diesel,55,R53,0
0.75,E,10,0,22,85,B1,Regular,3023,R11,0
0.19,E,4,0,52,50,B12,Regular,8023,R11,1
0.08,D,7,4,41,50,B1,Regular,1974,R54,0
1.0,B,7,10,34,50,B3,Regular,72,R82,0
0.63,B,8,24,53,50,B6,Diesel,83,R24,1
0.05,B,8,0,44,50,B12,Diesel,82,R11,0
0.58,C,6,10,45,50,B1,Diesel,165,R53,0
1.0,A,6,7,66,50,B1,Diesel,37,R24,0
0.1,C,5,15,29,57,B1,Diesel,139,R93,0
0.12,C,5,0,32,50,B2,Diesel,399,R24,0
0.58,C,7,12,56,50,B1,Regular,388,R24,0
0.63,C,6,3,54,68,B12,Regular,377,R93,0
1.0,C,4,8,49,80,B2,Regular,174,R53,0
0.38,E,6,7,31,60,B3,Diesel,3214,R83,0
0.62,E,8,0,50,100,B12,Diesel,3599,R11,0
0.39,E,5,4,38,63,B2,Regular,2216,R93,1
0.74,D,7,13,42,51,B5,Regular,1408,R52,0
0.13,A,5,1,54,58,B12,Diesel,13,R72,0
1.0,C,4,6,49,50,B1,Regular,149,R24,0
0.52,C,6,10,34,80,B1,Diesel,182,R31,0
0.1,A,12,2,44,50,B1,Diesel,44,R73,0
0.44,E,7,1,30,60,B2,Regular,2252,R82,0
0.49,C,11,11,41,50,B13,Regular,291,R11,0
1.0,A,8,6,49,50,B3,Diesel,32,R24,0
0.49,D,5,3,45,50,B2,Diesel,522,R52,0
0.87,E,6,2,56,50,B12,Regular,6511,R11,0
0.12,D,5,1,58,50,B12,Regular,636,R74,0
0.44,E,8,4,49,68,B2,Diesel,2163,R52,0
0.4,C,7,13,34,80,B5,Regular,214,R26,0
1.0,C,7,7,48,50,B10,Diesel,315,R82,0
0.24,D,6,2,89,76,B2,Regular,1704,R82,0
0.79,E,5,1,33,75,B12,Regular,3963,R91,0
0.0027397260273972,C,4,2,59,51,B12,Regular,283,R11,0
0.56,E,6,13,34,50,B3,Regular,8549,R82,0
0.09,C,9,1,34,54,B10,Diesel,403,R91,0
0.41,D,4,12,26,80,B2,Regular,747,R53,0
0.66,C,6,2,29,57,B1,Diesel,163,R52,0
0.08,E,5,1,34,80,B1,Regular,2446,R93,0
1.0,D,7,13,50,57,B2,Diesel,1313,R24,0
0.56,D,7,6,54,50,B5,Regular,1787,R11,0
0.14,E,6,17,21,95,B1,Regular,3963,R91,0
0.45,A,4,1,26,68,B12,Regular,37,R43,1
0.86,B,7,11,57,50,B2,Diesel,81,R53,0
0.0027397260273972,B,10,10,36,72,B13,Diesel,56,R24,0
0.53,E,6,0,23,80,B12,Regular,2415,R82,0
0.66,A,6,10,53,50,B2,Diesel,26,R82,0
1.0,A,4,14,67,50,B2,Regular,35,R24,0
1.0,D,4,12,30,51,B5,Regular,1943,R24,0
0.08,A,7,4,43,85,B2,Diesel,5,R72,0
0.24,C,6,4,23,85,B1,Diesel,484,R52,0
1.0,C,5,1,69,50,B1,Regular,138,R24,0
0.19,C,7,10,54,50,B2,Diesel,139,R53,0
0.08,D,4,6,45,72,B1,Regular,1287,R72,0
0.78,E,5,1,41,50,B12,Regular,3317,R93,0
0.82,B,4,2,50,50,B3,Diesel,95,R52,0
1.0,A,4,10,56,50,B5,Regular,25,R53,0
0.08,D,10,6,65,50,B10,Diesel,1064,R24,0
1.0,A,4,16,44,50,B6,Regular,20,R24,0
1.0,D,4,10,67,50,B1,Regular,1974,R54,1
0.04,B,5,3,29,60,B4,Diesel,63,R52,1
0.78,C,10,4,49,62,B12,Regular,126,R41,0
1.0,C,5,14,65,50,B1,Regular,240,R82,0
0.06,E,10,6,52,50,B1,Regular,2051,R82,0
0.74,E,5,6,48,50,B12,Regular,6864,R11,0
1.0,E,6,9,45,57,B1,Diesel,2733,R93,0
0.58,A,7,1,30,76,B4,Diesel,46,R24,0
1.0,C,7,13,21,112,B11,Regular,399,R24,0
0.17,C,6,5,26,80,B1,Diesel,394,R26,0
0.23,A,6,11,52,50,B1,Regular,15,R26,1
0.36,D,6,14,39,80,B1,Diesel,745,R82,0
0.25,B,6,4,34,54,B3,Regular,64,R24,0
0.59,C,4,5,20,95,B5,Regular,112,R53,0
0.36,E,7,1,40,54,B12,Diesel,3023,R11,0
0.03,C,9,5,48,50,B13,Regular,304,R53,0
0.05,A,13,11,57,50,B11,Regular,11,R93,0
0.42,C,8,4,56,50,B12,Regular,392,R93,0
1.0,C,7,11,52,54,B5,Regular,205,R52,0
0.3,E,8,9,44,51,B1,Diesel,4775,R11,0
0.88,E,6,13,40,51,B3,Regular,3386,R53,0
0.4,C,12,2,63,50,B12,Diesel,149,R24,0
0.12,E,4,1,54,52,B12,Regular,3317,R93,0
1.0,A,5,8,89,50,B1,Regular,13,R24,0
0.08,D,5,15,52,50,B2,Regular,631,R93,0
0.07,D,10,6,40,64,B12,Diesel,582,R52,0
0.59,E,9,7,37,51,B6,Regular,3744,R93,0
1.0,C,7,6,53,50,B1,Diesel,222,R24,0
0.96,C,5,1,40,50,B2,Diesel,126,R24,0
0.2,D,7,2,76,50,B12,Diesel,636,R74,0
0.67,A,5,10,44,50,B1,Regular,39,R24,0
1.0,C,10,8,60,50,B11,Regular,473,R53,0
0.1,D,5,10,26,76,B1,Regular,1205,R31,0
1.0,C,7,11,44,50,B2,Regular,105,R24,0
0.49,A,5,15,33,50,B5,Diesel,20,R24,0
1.0,B,7,8,53,50,B5,Diesel,51,R24,0
0.0054644808743169,D,7,0,54,50,B12,Diesel,1001,R11,0
1.0,B,7,1,59,50,B2,Diesel,50,R24,1
1.0,C,5,6,41,50,B2,Regular,295,R24,0
0.25,C,9,7,62,50,B12,Regular,206,R72,0
0.08,B,5,10,37,50,B1,Diesel,81,R73,0
0.71,E,6,6,61,50,B2,Diesel,3457,R82,0
0.29,B,10,4,54,50,B12,Diesel,65,R93,0
0.55,D,5,15,33,80,B3,Regular,1228,R82,0
0.07,F,7,0,49,50,B12,Regular,22669,R11,1
0.02,E,7,1,28,100,B12,Regular,8455,R82,0
0.45,C,6,4,47,50,B4,Regular,125,R91,0
0.22,E,8,4,40,50,B6,Regular,3386,R53,0
0.33,D,7,15,45,50,B2,Regular,665,R41,0
1.0,E,5,6,73,50,B1,Regular,3688,R82,0
0.84,E,11,11,21,85,B2,Regular,3021,R53,0
0.22,E,5,6,51,60,B2,Diesel,3744,R93,0
0.75,B,6,6,53,50,B2,Diesel,100,R53,0
0.27,A,7,8,30,57,B4,Regular,15,R24,0
0.5,C,15,0,59,50,B12,Regular,461,R53,0
1.0,F,8,1,52,67,B2,Diesel,27000,R11,0
0.69,A,6,0,49,50,B12,Diesel,36,R23,0
0.24,D,6,3,44,50,B1,Regular,949,R24,0
0.92,B,6,7,34,72,B2,Regular,94,R83,0
1.0,C,5,5,44,50,B13,Diesel,165,R53,0
0.85,E,6,0,41,50,B5,Regular,2103,R25,0
1.01,C,13,26,41,50,B10,Regular,363,R91,0
1.0,A,5,9,64,50,B2,Diesel,48,R26,0
1.0,C,5,2,60,50,B2,Diesel,186,R24,0
0.67,E,7,13,64,75,B5,Regular,3866,R24,0
0.21,C,7,13,39,50,B1,Regular,377,R93,0
0.21,B,6,10,33,85,B12,Regular,75,R52,0
0.09,D,15,0,57,50,B12,Regular,1006,R93,0
0.17,E,7,18,19,100,B2,Regular,2415,R82,1
0.49,E,6,10,67,50,B6,Regular,2674,R93,0
1.0,E,7,8,80,68,B2,Regular,8455,R82,0
1.0,A,7,16,65,50,B2,Regular,40,R82,0
1.0,A,4,10,50,50,B6,Regular,31,R72,0
0.18,D,10,1,37,50,B12,Regular,883,R93,0
0.85,E,6,4,35,80,B1,Diesel,3991,R21,0
0.15,C,7,17,41,51,B2,Diesel,171,R93,0
0.25,A,6,11,56,50,B2,Diesel,26,R54,0
1.0,D,4,8,47,50,B4,Diesel,1313,R24,0
0.0027322404371584,B,6,2,30,90,B2,Diesel,77,R25,0
1.0,D,6,11,46,50,B1,Diesel,983,R52,0
0.87,C,6,10,35,62,B2,Diesel,127,R72,0
0.08,D,5,0,27,72,B4,Regular,930,R22,0
0.59,C,7,1,37,50,B12,Regular,326,R82,0
0.08,D,6,2,35,80,B1,Diesel,1381,R82,0
0.53,E,11,1,55,50,B12,Diesel,3724,R11,0
0.58,A,11,1,35,50,B12,Diesel,25,R83,0
0.45,C,8,3,61,50,B2,Diesel,252,R21,0
0.37,E,4,14,36,85,B1,Regular,4172,R82,1
0.16,E,5,7,33,90,B1,Regular,4762,R93,0
0.24,A,10,12,53,68,B12,Diesel,13,R24,0
0.75,C,8,1,57,50,B2,Diesel,458,R93,0
0.29,C,11,4,53,50,B12,Diesel,280,R31,0
0.78,C,6,5,83,50,B3,Regular,283,R25,0
1.0,D,9,2,54,50,B13,Regular,1328,R82,0
0.88,A,7,12,33,50,B3,Regular,40,R24,0
0.25,E,7,0,44,50,B1,Diesel,9307,R82,0
1.0,C,4,5,33,54,B1,Regular,226,R82,0
0.01,E,7,7,44,50,B4,Diesel,3317,R93,0
0.06,E,7,0,38,100,B12,Diesel,3274,R11,0
0.89,B,7,1,37,62,B12,Diesel,91,R53,0
0.18,C,5,17,30,50,B2,Regular,311,R72,0
0.16,C,7,6,26,68,B1,Diesel,118,R53,0
1.0,A,7,8,59,50,B1,Diesel,48,R24,0
0.02,A,11,1,46,50,B12,Diesel,12,R83,0
0.39,A,11,0,53,50,B12,Diesel,22,R52,0
0.01,C,7,2,68,50,B3,Diesel,150,R72,0
1.0,C,5,11,23,50,B5,Diesel,453,R72,0
0.54,C,6,4,36,74,B12,Diesel,115,R52,0
0.58,D,10,1,41,50,B12,Regular,824,R91,1
0.87,F,4,4,32,80,B12,Regular,15386,R11,0
0.03,B,4,3,40,52,B12,Diesel,52,R83,0
0.03,C,11,0,44,50,B12,Diesel,120,R11,0
0.23,D,5,1,53,50,B2,Regular,1468,R93,0
1.0,E,15,4,48,50,B2,Regular,5433,R93,1
0.74,D,5,3,53,50,B2,Diesel,607,R82,0
0.58,D,7,6,48,50,B4,Regular,1287,R72,0
0.0054794520547945,C,4,16,34,60,B1,Regular,150,R91,0
1.0,D,5,8,37,54,B2,Diesel,1217,R82,0
0.04,E,5,15,60,50,B1,Regular,2740,R22,0
0.8,C,9,2,54,50,B12,Diesel,295,R24,0
0.2,E,14,11,40,54,B10,Regular,9307,R82,0
0.51,E,4,12,35,68,B2,Regular,2740,R22,0
0.16,D,7,8,91,50,B1,Regular,957,R52,0
1.0,A,7,9,76,50,B1,Regular,44,R24,0
0.09,D,8,1,34,75,B12,Regular,1217,R82,0
0.16,E,4,5,43,50,B1,Regular,3317,R93,0
0.01,B,5,0,53,50,B12,Regular,87,R25,0
0.94,E,6,1,40,50,B12,Diesel,3661,R11,0
0.27,B,5,16,58,50,B1,Regular,87,R82,0
1.0,B,7,12,75,50,B2,Regular,50,R24,0
0.14,C,5,1,67,63,B12,Regular,121,R83,0
0.75,B,8,3,42,50,B2,Diesel,63,R52,0
1.0,D,6,13,57,50,B1,Diesel,741,R24,0
0.66,E,5,6,27,72,B3,Diesel,2715,R24,0
0.25,C,6,13,72,50,B1,Diesel,105,R24,0
0.73,D,5,0,52,50,B2,Diesel,873,R11,0
0.72,E,14,7,62,50,B14,Regular,6127,R11,0
0.5,C,5,1,67,50,B2,Diesel,165,R53,0
0.24,B,9,7,32,54,B11,Regular,95,R24,0
0.45,C,8,3,35,50,B12,Diesel,179,R53,0
0.13,E,4,10,44,90,B1,Regular,7259,R31,0
0.03,C,4,0,72,50,B12,Regular,105,R82,0
0.08,D,6,9,26,73,B2,Diesel,1882,R72,0
0.08,E,6,2,28,80,B4,Diesel,3862,R31,0
0.3,B,8,3,39,57,B2,Diesel,77,R91,0
0.38,D,6,6,56,50,B2,Diesel,782,R82,0
0.0027397260273972,B,7,8,50,50,B2,Diesel,50,R24,0
0.06,E,7,19,59,90,B2,Diesel,4762,R93,0
0.008219178,E,12,3,56,50,B12,Diesel,3973,R23,0
1.0,C,5,11,68,50,B5,Diesel,168,R42,0
1.0,A,7,8,44,50,B1,Diesel,21,R24,0
0.96,B,4,10,44,90,B2,Regular,94,R53,1
0.86,B,8,14,65,50,B2,Diesel,57,R52,0
1.0,C,6,10,45,112,B3,Diesel,137,R82,0
1.0,E,11,2,43,50,B11,Diesel,3095,R31,0
0.07,E,11,16,25,90,B1,Regular,2740,R22,0
0.06,B,8,12,43,72,B13,Regular,83,R52,0
0.28,E,12,2,56,50,B12,Diesel,3946,R82,0
1.0,D,6,18,41,50,B1,Diesel,746,R72,0
0.75,E,4,9,28,53,B4,Diesel,2105,R82,0
0.37,E,4,1,60,50,B12,Diesel,8880,R11,0
1.0,A,8,8,54,50,B3,Regular,23,R24,0
1.0,A,7,6,59,50,B1,Diesel,44,R24,0
0.41,A,7,1,42,50,B5,Diesel,12,R24,0
0.08,E,9,2,52,62,B1,Diesel,3317,R93,0
0.03,D,8,11,50,72,B1,Diesel,1109,R24,0
0.02,D,8,3,45,53,B1,Diesel,713,R52,0
0.26,F,5,10,26,100,B1,Regular,15725,R11,0
0.62,C,4,5,53,50,B12,Regular,377,R93,0
0.46,C,5,0,57,50,B2,Diesel,111,R24,0
0.78,D,6,19,44,50,B3,Regular,1191,R11,0
0.5,A,7,1,53,50,B12,Diesel,31,R72,0
0.25,C,4,8,31,54,B1,Regular,238,R54,0
0.71,D,5,1,45,50,B12,Regular,923,R11,0
0.08,E,6,5,38,72,B1,Diesel,4116,R24,0
0.71,A,7,14,48,68,B2,Diesel,45,R24,0
1.0,E,4,9,80,50,B2,Regular,3317,R93,0
0.83,C,5,9,21,90,B1,Regular,172,R24,0
0.36,D,5,17,72,50,B4,Regular,1943,R24,0
0.39,E,4,3,27,80,B12,Diesel,2983,R31,0
0.28,D,6,14,39,50,B1,Diesel,634,R53,0
0.61,D,5,9,27,125,B5,Diesel,1241,R26,1
1.0,A,5,14,34,50,B2,Diesel,12,R72,0
0.45,C,6,8,24,100,B6,Diesel,448,R54,0
0.36,F,9,0,36,65,B2,Regular,27000,R11,0
1.0,D,12,2,38,50,B12,Diesel,1913,R82,1
0.44,D,10,12,26,60,B2,Regular,1943,R24,0
0.82,F,5,16,64,50,B1,Diesel,27000,R11,0
0.26,D,7,10,44,50,B6,Diesel,1485,R82,0
0.09,A,4,3,30,54,B12,Regular,33,R11,0
0.75,D,5,10,31,54,B1,Regular,979,R42,0
0.26,E,5,10,20,100,B3,Regular,6157,R31,0
0.08,D,5,6,47,50,B1,Regular,645,R91,0
1.0,A,4,8,36,50,B2,Diesel,22,R24,0
0.11,E,4,1,48,50,B2,Regular,4348,R72,0
1.0,D,4,14,45,50,B6,Regular,776,R41,0
0.03,E,7,9,35,50,B5,Regular,4685,R11,0
0.22,D,8,12,33,50,B10,Regular,1323,R82,0
0.08,C,7,8,43,95,B2,Diesel,295,R24,0
0.2,D,4,2,26,85,B12,Diesel,1943,R24,0
1.0,D,6,14,54,52,B1,Diesel,1719,R82,0
0.12,A,4,3,38,50,B12,Diesel,33,R94,0
0.61,C,12,1,41,50,B12,Regular,125,R52,0
1.0,A,8,9,38,50,B1,Diesel,8,R74,0
0.27,C,6,6,50,50,B1,Diesel,214,R26,0
0.62,C,4,1,29,54,B12,Regular,478,R82,0
0.08,D,8,3,54,50,B2,Diesel,1715,R72,0
0.9,C,9,11,50,50,B2,Regular,421,R93,0
0.3,C,5,10,37,50,B5,Regular,108,R82,0
1.0,D,4,15,52,50,B2,Regular,1408,R52,0
1.0,B,7,2,41,50,B1,Diesel,79,R24,1
0.4,A,4,1,55,50,B1,Diesel,44,R24,0
0.28,D,4,5,45,57,B12,Regular,824,R91,0
0.32,A,10,10,26,90,B12,Diesel,9,R24,0
0.25,C,7,10,26,64,B5,Regular,214,R24,0
0.08,D,4,2,49,52,B6,Regular,1557,R82,0
0.5,C,5,2,33,68,B2,Diesel,185,R31,1
