Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc
0.6598220397,1.55,oldest cars,Hardtop,Male,oldest people,0
0.0273785079,6.18,oldest cars,Convertible,Male,older work. people,0
0.9089664613,0.62,oldest cars,Station wagon,Male,oldest people,1
0.2245037645,1.3,young cars,Hatchback,Female,young people,0
0.0876112252,1.77,old cars,Hatchback,Male,oldest people,0
0.9089664613,6.56,youngest cars,Station wagon,Female,old people,0
0.9062286105,1.85,young cars,Sedan,Male,old people,0
0.9062286105,1.05,young cars,Hatchback,Female,oldest people,0
0.9117043121,0.91,oldest cars,Sedan,Female,old people,0
0.9117043121,1.51,oldest cars,Station wagon,Male,older work. people,0
0.2217659138,1.46,youngest cars,Hatchback,Female,youngest people,0
0.0848733744,5.08,youngest cars,Hardtop,Male,older work. people,0
0.9062286105,4.09,young cars,Station wagon,Male,older work. people,0
0.0930869268,0.44,oldest cars,Sedan,Male,old people,0
0.8952772074,4.11,old cars,Station wagon,Female,working people,0
0.9993155373,3.1,old cars,Station wagon,Male,older work. people,0
0.9062286105,2.16,youngest cars,Sedan,Female,older work. people,0
0.4818617385,1.7,young cars,Sedan,Female,oldest people,0
0.0930869268,0.6,oldest cars,Sedan,Female,oldest people,0
0.9062286105,0.86,oldest cars,Sedan,Male,older work. people,0
0.9089664613,2.54,old cars,Station wagon,Male,older work. people,0
0.9117043121,2.2,young cars,Sedan,Male,oldest people,0
0.2792607803,0.78,oldest cars,Hatchback,Female,older work. people,0
0.8898015058,1.63,oldest cars,Station wagon,Male,older work. people,0
0.0027378508,3.0,youngest cars,Hardtop,Male,youngest people,0
0.0958247775,0.89,oldest cars,Sedan,Female,young people,0
0.9117043121,0.9,oldest cars,Hatchback,Male,old people,0
0.2245037645,3.96,young cars,Station wagon,Male,young people,0
0.0273785079,0.95,old cars,Sedan,Female,young people,0
0.9062286105,1.74,young cars,Hatchback,Female,working people,0
0.9117043121,1.89,old cars,Utility,Male,old people,0
0.9993155373,1.51,old cars,Hatchback,Female,older work. people,0
0.8925393566,1.64,young cars,Sedan,Male,oldest people,0
0.9062286105,1.74,young cars,Sedan,Female,oldest people,0
0.9117043121,0.54,oldest cars,Sedan,Female,oldest people,0
0.9117043121,1.2,old cars,Sedan,Female,older work. people,0
0.9089664613,1.29,old cars,Sedan,Male,oldest people,0
0.9062286105,1.92,oldest cars,Hardtop,Male,youngest people,0
0.848733744,4.18,young cars,Station wagon,Female,old people,0
0.0930869268,1.74,young cars,Hatchback,Male,older work. people,0
0.9089664613,0.39,oldest cars,Hatchback,Female,old people,0
0.9089664613,1.89,young cars,Panel van,Male,old people,0
0.848733744,0.37,oldest cars,Hatchback,Female,old people,0
0.5749486653,1.6835,youngest cars,Hatchback,Male,youngest people,0
0.9117043121,1.6,old cars,Sedan,Female,older work. people,0
0.9117043121,4.09,young cars,Station wagon,Female,working people,0
0.9062286105,0.84,old cars,Sedan,Male,working people,0
0.6078028747,1.39,oldest cars,Station wagon,Female,older work. people,0
0.9089664613,1.03,oldest cars,Hatchback,Female,older work. people,0
0.0876112252,1.29,old cars,Sedan,Female,young people,0
0.9089664613,0.62,oldest cars,Station wagon,Male,working people,0
0.9993155373,0.99,oldest cars,Truck,Male,old people,0
0.5420944559,1.76,young cars,Sedan,Female,oldest people,0
0.6598220397,2.91,youngest cars,Station wagon,Male,old people,0
0.2245037645,0.84,old cars,Sedan,Female,working people,0
0.3422313484,4.3,old cars,Station wagon,Male,older work. people,0
0.9089664613,1.24,old cars,Hatchback,Female,working people,0
0.9089664613,0.41,oldest cars,Sedan,Male,working people,0
0.0985626283,1.37,youngest cars,Hatchback,Female,working people,0
0.1177275838,1.57,young cars,Hatchback,Female,older work. people,0
0.4544832307,1.71,old cars,Station wagon,Male,oldest people,0
0.9117043121,1.28,old cars,Station wagon,Female,older work. people,0
0.720054757,0.89,old cars,Sedan,Female,old people,0
0.9993155373,2.44,youngest cars,Sedan,Male,older work. people,0
0.3367556468,1.45,old cars,Sedan,Female,old people,0
0.9117043121,0.39,oldest cars,Sedan,Male,old people,0
0.0958247775,1.07,old cars,Hatchback,Male,youngest people,0
0.0410677618,2.389,youngest cars,Hatchback,Male,working people,0
0.9089664613,0.8,oldest cars,Panel van,Female,older work. people,0
0.3039014374,0.78,oldest cars,Station wagon,Female,older work. people,0
0.0684462697,0.6,oldest cars,Hatchback,Male,older work. people,0
0.0930869268,0.6,oldest cars,Sedan,Male,oldest people,0
0.9089664613,1.67,oldest cars,Station wagon,Male,old people,0
0.0876112252,1.9,young cars,Station wagon,Male,old people,0
0.643394935,2.33,youngest cars,Sedan,Female,working people,0
0.9062286105,1.43,old cars,Sedan,Female,old people,0
0.9062286105,0.41,oldest cars,Hatchback,Female,young people,0
0.1724845996,1.3,young cars,Hatchback,Female,old people,0
0.8076659822,4.09,youngest cars,Utility,Female,old people,0
0.9117043121,0.82,old cars,Hatchback,Male,older work. people,0
0.9117043121,1.51,old cars,Hatchback,Male,working people,0
0.1697467488,0.8,old cars,Hatchback,Male,working people,0
0.4654346338,2.51,youngest cars,Hatchback,Male,older work. people,0
0.9117043121,1.57,young cars,Hatchback,Female,older work. people,0
0.9089664613,0.57,oldest cars,Panel van,Female,youngest people,0
0.9062286105,0.51,oldest cars,Hatchback,Male,oldest people,0
0.4572210814,0.73,oldest cars,Sedan,Female,young people,0
0.5256673511,0.72,old cars,Hatchback,Female,working people,0
0.9062286105,0.39,oldest cars,Sedan,Male,oldest people,0
0.5256673511,3.4,young cars,Station wagon,Male,working people,0
0.7529089665,0.92,oldest cars,Sedan,Female,old people,0
0.5256673511,2.234,youngest cars,Sedan,Female,youngest people,0
0.2245037645,1.67,oldest cars,Hardtop,Male,working people,0
0.1943874059,2.94,youngest cars,Sedan,Male,older work. people,0
0.9062286105,0.41,oldest cars,Station wagon,Male,working people,0
0.9062286105,1.85,young cars,Sedan,Male,oldest people,0
0.2354551677,0.71,oldest cars,Hatchback,Female,young people,0
0.9117043121,0.82,oldest cars,Hatchback,Female,working people,0
0.9117043121,3.14,old cars,Station wagon,Male,older work. people,0
0.9117043121,2.05,old cars,Station wagon,Female,older work. people,0
0.9117043121,1.54,young cars,Sedan,Female,youngest people,0
0.9089664613,2.39,old cars,Station wagon,Female,working people,0
0.9062286105,0.99,old cars,Sedan,Female,old people,0
0.9062286105,1.06,old cars,Hatchback,Female,older work. people,0
0.7857631759,2.77,old cars,Station wagon,Female,old people,0
0.5256673511,2.64,young cars,Utility,Female,youngest people,1
0.9062286105,1.29,old cars,Sedan,Male,old people,0
0.9062286105,2.01,young cars,Sedan,Female,working people,0
0.9062286105,1.48,young cars,Sedan,Female,oldest people,0
0.1040383299,1.51,oldest cars,Station wagon,Female,older work. people,0
0.9062286105,1.06,old cars,Station wagon,Male,working people,0
0.9993155373,7.199,youngest cars,Station wagon,Female,youngest people,1
0.9117043121,1.03,oldest cars,Hatchback,Female,older work. people,0
0.3422313484,0.31,oldest cars,Hatchback,Female,old people,0
0.9089664613,2.81,young cars,Station wagon,Female,older work. people,0
0.9089664613,1.3,old cars,Sedan,Male,working people,0
0.7446954141,4.31,young cars,Station wagon,Female,young people,0
0.9089664613,1.96,young cars,Sedan,Female,working people,0
0.1232032854,0.73,oldest cars,Sedan,Female,older work. people,0
0.9993155373,1.73,youngest cars,Hatchback,Female,old people,0
0.9062286105,1.36,old cars,Sedan,Male,working people,0
0.9993155373,1.87,young cars,Sedan,Female,older work. people,0
0.0876112252,1.65,oldest cars,Station wagon,Male,old people,1
0.2464065708,1.43,old cars,Utility,Male,young people,0
0.2464065708,6.51,youngest cars,Station wagon,Male,working people,0
0.9117043121,0.51,oldest cars,Hatchback,Female,oldest people,1
0.9062286105,0.5,oldest cars,Hatchback,Male,oldest people,0
0.9117043121,1.02,old cars,Hatchback,Female,old people,0
0.9117043121,0.58,oldest cars,Sedan,Male,older work. people,0
0.0684462697,2.29,youngest cars,Sedan,Male,older work. people,0
0.1478439425,2.32,old cars,Station wagon,Male,oldest people,0
0.1478439425,0.69,oldest cars,Panel van,Male,oldest people,0
0.2217659138,4.23,youngest cars,Station wagon,Female,young people,0
0.1259411362,3.3,youngest cars,Sedan,Male,oldest people,0
0.1478439425,1.76,young cars,Utility,Male,old people,0
0.3093771389,3.4,young cars,Station wagon,Male,older work. people,0
0.0930869268,1.01,oldest cars,Station wagon,Female,working people,0
0.2984257358,0.54,oldest cars,Hatchback,Male,young people,0
0.9062286105,0.39,oldest cars,Sedan,Female,young people,0
0.9062286105,0.84,oldest cars,Sedan,Male,working people,0
0.052019165,1.29,old cars,Sedan,Male,working people,0
0.0930869268,2.92,young cars,Station wagon,Female,old people,0
0.9089664613,2.98,youngest cars,Utility,Male,working people,0
0.4134154689,1.749,youngest cars,Hatchback,Female,young people,1
0.1478439425,0.97,old cars,Sedan,Female,old people,0
0.9117043121,1.23,oldest cars,Sedan,Female,oldest people,0
0.1478439425,0.67,old cars,Hatchback,Male,young people,0
0.1478439425,0.69,oldest cars,Sedan,Female,oldest people,0
0.925393566,0.84,oldest cars,Hatchback,Female,older work. people,0
0.1478439425,1.32,oldest cars,Station wagon,Female,oldest people,0
0.9089664613,3.57,young cars,Utility,Male,oldest people,0
0.9089664613,2.97,youngest cars,Sedan,Female,oldest people,0
0.0054757016,6.64,youngest cars,Station wagon,Male,working people,0
0.2245037645,0.31,oldest cars,Hatchback,Male,old people,0
0.9089664613,0.44,oldest cars,Station wagon,Male,working people,0
0.8514715948,0.91,old cars,Hatchback,Female,working people,0
0.5639972621,0.43,oldest cars,Hatchback,Male,older work. people,0
0.2245037645,0.82,oldest cars,Utility,Male,youngest people,0
0.090349076,1.2,young cars,Hatchback,Male,older work. people,0
0.3394934976,1.15,oldest cars,Station wagon,Female,working people,0
0.1478439425,1.11,oldest cars,Sedan,Female,older work. people,0
0.9089664613,1.51,oldest cars,Station wagon,Male,youngest people,0
0.925393566,1.36,oldest cars,Station wagon,Male,older work. people,0
0.2245037645,1.02,oldest cars,Panel van,Male,older work. people,0
0.1478439425,1.71,young cars,Sedan,Male,oldest people,0
0.9062286105,0.84,old cars,Sedan,Male,oldest people,0
0.1478439425,0.45,oldest cars,Sedan,Male,old people,0
0.9062286105,0.98,old cars,Sedan,Male,oldest people,0
0.1478439425,2.23,youngest cars,Hatchback,Male,oldest people,0
0.1478439425,1.22,oldest cars,Station wagon,Male,old people,0
0.1478439425,2.42,old cars,Station wagon,Female,working people,0
0.1806981519,1.45,oldest cars,Station wagon,Male,young people,0
0.0273785079,2.1,young cars,Truck,Female,older work. people,0
0.1478439425,1.03,old cars,Station wagon,Female,old people,0
0.0273785079,1.64,oldest cars,Station wagon,Female,older work. people,0
0.5256673511,1.63,young cars,Hatchback,Male,older work. people,0
0.9062286105,1.15,old cars,Station wagon,Male,old people,0
0.0930869268,1.35,oldest cars,Station wagon,Male,older work. people,0
0.1478439425,0.85,old cars,Sedan,Female,oldest people,0
0.1478439425,2.09,old cars,Station wagon,Female,old people,0
0.1478439425,1.45,oldest cars,Utility,Male,old people,0
0.1478439425,1.29,old cars,Sedan,Female,old people,0
0.7529089665,1.54,old cars,Sedan,Female,older work. people,0
0.9171800137,1.4,old cars,Sedan,Female,older work. people,0
0.9089664613,1.95,youngest cars,Sedan,Female,older work. people,0
0.1478439425,0.8,oldest cars,Utility,Male,older work. people,0
0.2546201232,1.63,old cars,Hardtop,Female,working people,0
0.090349076,1.51,old cars,Sedan,Female,older work. people,0
0.9117043121,1.16,oldest cars,Station wagon,Male,working people,0
0.2381930185,3.46,young cars,Sedan,Male,older work. people,0
0.5174537988,1.09,oldest cars,Station wagon,Female,older work. people,0
0.0109514031,1.64,young cars,Sedan,Female,old people,0
0.090349076,1.88,old cars,Station wagon,Female,young people,0
0.0876112252,1.16,oldest cars,Minibus,Female,working people,0
0.9117043121,3.23,old cars,Station wagon,Female,working people,0
0.8514715948,1.16,oldest cars,Utility,Male,young people,0
0.9117043121,0.72,oldest cars,Hatchback,Female,old people,0
0.9034907598,1.65,oldest cars,Station wagon,Male,working people,0
0.0164271047,1.97,young cars,Sedan,Female,older work. people,0
0.1478439425,1.32,oldest cars,Station wagon,Female,young people,0
0.7529089665,4.28,youngest cars,Station wagon,Male,working people,0
0.2245037645,1.17,oldest cars,Station wagon,Male,youngest people,0
0.925393566,1.64,young cars,Sedan,Male,older work. people,0
0.9089664613,2.39,young cars,Hardtop,Male,older work. people,1
0.9117043121,1.28,oldest cars,Station wagon,Female,working people,0
0.3449691992,0.45,oldest cars,Sedan,Male,oldest people,0
0.9089664613,0.44,oldest cars,Station wagon,Female,old people,0
0.1478439425,0.97,old cars,Sedan,Female,older work. people,0
0.7529089665,2.5,youngest cars,Sedan,Male,working people,0
0.9089664613,2.81,old cars,Station wagon,Male,older work. people,0
0.8843258042,3.59,oldest cars,Sedan,Female,older work. people,1
0.1478439425,1.57,oldest cars,Hardtop,Male,old people,0
0.9062286105,1.49,old cars,Sedan,Female,older work. people,0
0.1478439425,0.77,oldest cars,Sedan,Female,old people,0
0.090349076,1.76,young cars,Hatchback,Male,old people,0
0.0219028063,2.27,young cars,Sedan,Female,oldest people,0
0.1478439425,1.72,young cars,Sedan,Male,old people,0
0.7392197125,1.76,old cars,Hardtop,Female,older work. people,0
0.9089664613,3.57,young cars,Utility,Male,old people,0
0.9062286105,0.73,oldest cars,Sedan,Male,old people,0
0.9117043121,0.4,oldest cars,Sedan,Female,older work. people,0
0.720054757,1.46,old cars,Minibus,Female,young people,0
0.4435318275,3.48,youngest cars,Sedan,Female,working people,0
0.9062286105,1.43,oldest cars,Hardtop,Male,young people,0
0.2354551677,0.78,old cars,Hatchback,Female,working people,0
0.8514715948,1.29,old cars,Sedan,Female,young people,0
0.9062286105,1.36,old cars,Truck,Male,older work. people,0
0.8569472964,2.01,youngest cars,Sedan,Female,old people,0
0.0930869268,1.01,oldest cars,Station wagon,Female,oldest people,0
0.9062286105,0.88,old cars,Hatchback,Female,older work. people,0
0.3422313484,1.39,old cars,Hatchback,Male,older work. people,0
0.925393566,1.36,young cars,Hatchback,Female,older work. people,0
0.3230663929,2.52,old cars,Station wagon,Female,youngest people,0
0.9062286105,3.02,old cars,Station wagon,Male,old people,0
0.5448323066,1.83,oldest cars,Station wagon,Male,working people,0
0.9062286105,0.73,oldest cars,Sedan,Male,working people,0
0.1478439425,0.62,oldest cars,Sedan,Female,old people,0
0.2381930185,1.54,youngest cars,Sedan,Female,youngest people,0
0.9062286105,2.12,old cars,Station wagon,Female,working people,0
0.9062286105,1.06,old cars,Hatchback,Female,old people,0
0.9226557153,0.44,oldest cars,Sedan,Male,older work. people,0
0.9062286105,1.11,old cars,Hatchback,Female,oldest people,1
0.9062286105,1.36,oldest cars,Station wagon,Male,young people,0
0.9993155373,3.04,old cars,Truck,Male,older work. people,0
0.2245037645,3.43,youngest cars,Utility,Female,youngest people,0
0.7310061602,2.23,youngest cars,Hatchback,Female,working people,0
0.8514715948,1.23,young cars,Hatchback,Male,old people,0
0.1478439425,0.71,old cars,Hatchback,Male,older work. people,0
0.8514715948,1.08,old cars,Sedan,Female,oldest people,0
0.9062286105,2.0,young cars,Hatchback,Female,older work. people,0
0.2464065708,1.64,oldest cars,Station wagon,Male,older work. people,0
0.9062286105,2.76,youngest cars,Station wagon,Female,old people,0
0.1478439425,1.55,old cars,Hardtop,Male,old people,0
0.1423682409,0.96,old cars,Station wagon,Male,old people,0
0.1533196441,4.9,youngest cars,Sedan,Female,old people,0
0.090349076,1.74,young cars,Hatchback,Female,youngest people,0
0.0273785079,2.14,old cars,Station wagon,Male,working people,0
0.1478439425,1.92,youngest cars,Sedan,Female,older work. people,0
0.9993155373,1.45,oldest cars,Truck,Female,young people,0
0.1478439425,0.6,oldest cars,Station wagon,Female,working people,0
0.5092402464,4.349,youngest cars,Utility,Male,old people,0
0.1478439425,2.65,youngest cars,Sedan,Female,older work. people,0
0.1478439425,3.08,old cars,Station wagon,Male,older work. people,0
0.5256673511,0.9,old cars,Hatchback,Male,young people,0
0.1478439425,1.53,young cars,Sedan,Male,oldest people,0
0.8514715948,0.44,oldest cars,Utility,Male,young people,0
0.5256673511,1.72,old cars,Station wagon,Male,young people,0
0.1478439425,0.67,oldest cars,Station wagon,Female,young people,0
0.0930869268,1.1,oldest cars,Sedan,Male,older work. people,0
0.9117043121,0.85,old cars,Hatchback,Male,older work. people,0
